section,department,agency,subagency_name,subagency_acronym,acronyms_mentioned,agencies_mentioned,racialized_terms,text
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,USCIS,USCIS,"c(""immigration"", ""illegal immig"")","Since January 2021, USCIS’s priorities have been misaligned, and this has transformed it into an open-borders agency, ignoring the critical role that it plays in national security, public safety, and safeguarding the integrity of our immigration system. USCIS should be returned to operating as a screening and vetting agency. Regulatory efforts have focused on easing asylum eligibility in a manner that is guaranteed to exacerbate asylum fraud as people surge at the border. Emphasis also has been placed on removing legal barriers to immigration, such as the use of public benefits. These actions violate statutes, erode congressional intent, and provide a significant magnet for continued illegal immigration."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,USCIS,USCIS,"c(""citizenship"", ""immigration"")","prosecuting criminal and civil denaturalization cases, in combination with the Department of Justice, for aliens who obtained citizenship through fraud or other illicit means. Additionally, USCIS should create a criminal enforcement component within the agency to investigate immigration benefits fraud under Title 8 (perhaps requiring additional legislative and regulatory authorities for the officers themselves) and to prosecute cases through Special Assistant U.S. Attorneys (SAUSAs) with substantive knowledge in the field. Particular attention should be given to addressing increasing incidents of forced labor trafficking in temporary work visa programs."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,USCIS,USCIS,"c(""citizenship"", ""immigration"")","prosecuting criminal and civil denaturalization cases, in combination with the Department of Justice, for aliens who obtained citizenship through fraud or other illicit means. Additionally, USCIS should create a criminal enforcement component within the agency to investigate immigration benefits fraud under Title 8 (perhaps requiring additional legislative and regulatory authorities for the officers themselves) and to prosecute cases through Special Assistant U.S. Attorneys (SAUSAs) with substantive knowledge in the field. Particular attention should be given to addressing increasing incidents of forced labor trafficking in temporary work visa programs."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,USCIS,USCIS,"c(""citizenship"", ""immigration"")","prosecuting criminal and civil denaturalization cases, in combination with the Department of Justice, for aliens who obtained citizenship through fraud or other illicit means. Additionally, USCIS should create a criminal enforcement component within the agency to investigate immigration benefits fraud under Title 8 (perhaps requiring additional legislative and regulatory authorities for the officers themselves) and to prosecute cases through Special Assistant U.S. Attorneys (SAUSAs) with substantive knowledge in the field. Particular attention should be given to addressing increasing incidents of forced labor trafficking in temporary work visa programs."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,"c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")","c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")",immigration,"To advance the national interest, the three core immigration agencies—USCIS, ICE, and CBP—should remerge and have immigration elements outside of DHS (such as ORR of HHS) included. The fragmented immigration enforcement framework that developed in the wake of the Homeland Security Act has weakened each agency and should be remediated. Combining these critical agencies would strengthen their capabilities, ensure cooperation, and promote information-sharing. Agency responsibilities and the delineation of authorities, such as inconsistent use of deferred action and issuance of NTAs by each agency, have long been a point of contention that would be addressed much more easily if they were recombined into a single entity."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,"c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")","c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")",immigration,"To advance the national interest, the three core immigration agencies—USCIS, ICE, and CBP—should remerge and have immigration elements outside of DHS (such as ORR of HHS) included. The fragmented immigration enforcement framework that developed in the wake of the Homeland Security Act has weakened each agency and should be remediated. Combining these critical agencies would strengthen their capabilities, ensure cooperation, and promote information-sharing. Agency responsibilities and the delineation of authorities, such as inconsistent use of deferred action and issuance of NTAs by each agency, have long been a point of contention that would be addressed much more easily if they were recombined into a single entity."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,"c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")","c(""USCIS"", ""ICE"", ""CBP"", ""DHS"", ""ORR"", ""HHS"")",immigration,"To advance the national interest, the three core immigration agencies—USCIS, ICE, and CBP—should remerge and have immigration elements outside of DHS (such as ORR of HHS) included. The fragmented immigration enforcement framework that developed in the wake of the Homeland Security Act has weakened each agency and should be remediated. Combining these critical agencies would strengthen their capabilities, ensure cooperation, and promote information-sharing. Agency responsibilities and the delineation of authorities, such as inconsistent use of deferred action and issuance of NTAs by each agency, have long been a point of contention that would be addressed much more easily if they were recombined into a single entity."
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,NULL,NULL,"c(""immigration"", ""diversity"")","The incoming Administration should spearhead an immigration legislative agenda focused on creating a merit-based immigration system that rewards highskilled aliens instead of the current system that favors extended family–based and luck-of-the-draw immigration. To that end, the diversity visa lottery should be repealed, chain migration should be ended while focusing on the nuclear family, and the existing employment visa program should be replaced with a system to award visas only to the “best and brightest.”"
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,NULL,NULL,"c(""immigration"", ""diversity"")","The incoming Administration should spearhead an immigration legislative agenda focused on creating a merit-based immigration system that rewards highskilled aliens instead of the current system that favors extended family–based and luck-of-the-draw immigration. To that end, the diversity visa lottery should be repealed, chain migration should be ended while focusing on the nuclear family, and the existing employment visa program should be replaced with a system to award visas only to the “best and brightest.”"
CBP,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,CBP,NULL,NULL,"c(""immigration"", ""diversity"")","The incoming Administration should spearhead an immigration legislative agenda focused on creating a merit-based immigration system that rewards highskilled aliens instead of the current system that favors extended family–based and luck-of-the-draw immigration. To that end, the diversity visa lottery should be repealed, chain migration should be ended while focusing on the nuclear family, and the existing employment visa program should be replaced with a system to award visas only to the “best and brightest.”"
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigrants,"1. Congress should reassert control of employment authorization, which is subject to rampant regulatory abuse, and limit it to certain categories of legal immigrants and non-immigrants."
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigrants,"1. Congress should reassert control of employment authorization, which is subject to rampant regulatory abuse, and limit it to certain categories of legal immigrants and non-immigrants."
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigrants,"1. Congress should reassert control of employment authorization, which is subject to rampant regulatory abuse, and limit it to certain categories of legal immigrants and non-immigrants."
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigration,"on immigration offenses and criminal offenses typically associated with immigration (for example, human trafficking). All criminal investigative work without a clear nexus to the border or otherwise to Title 8 should be turned over to the appropriate federal agency."
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigration,"on immigration offenses and criminal offenses typically associated with immigration (for example, human trafficking). All criminal investigative work without a clear nexus to the border or otherwise to Title 8 should be turned over to the appropriate federal agency."
USCIS,DEPARTMENT OF HOMELAND SECURITY,DHS,CUSTOMS AND BORDER PROTECTION,USCIS,NULL,NULL,immigration,"on immigration offenses and criminal offenses typically associated with immigration (for example, human trafficking). All criminal investigative work without a clear nexus to the border or otherwise to Title 8 should be turned over to the appropriate federal agency."
USSS,DEPARTMENT OF HOMELAND SECURITY,DHS,UNITED STATES SECRET SERVICE,USSS,"c(""USSS"", ""HSI"")",USSS,illegal immig,"The only investigations not related to USSS’s protective function that agents should pursue would be directed by HSI and relate to tracking the financial crimes associated with illegal immigration. This should include tracing remittances, any funds that are used to pay coyotes or the cartels, and payments by businesses to illegal aliens and all other crimes associated with illegal immigration."
TRANSPORTATION SECURITY ADMINISTRATION,DEPARTMENT OF HOMELAND SECURITY,DHS,TRANSPORTATION SECURITY ADMINISTRATION,TSA,NULL,NULL,immigration,Issue-Area Reforms.  should bolster its Immigration Statistics program and make it the one-stop shop for the timely production of all department immigration statistics and analysis.
OFFICE OF THE IMMIGRATION DETENTION OMBUDSMAN,DEPARTMENT OF HOMELAND SECURITY,DHS,OFFICE OF THE IMMIGRATION DETENTION OMBUDSMAN,OIDO,OIDO,"c(""OIDO"", ""CISOMB"")","c(""immigration"", ""citizenship"")",OFFICE OF THE IMMIGRATION DETENTION OMBUDSMAN (OIDO) AND OFFICE OF THE CITIZENSHIP AND IMMIGRATION SERVICES OMBUDSMAN (CISOMB)
OIDO,DEPARTMENT OF HOMELAND SECURITY,DHS,OFFICE OF THE IMMIGRATION DETENTION OMBUDSMAN,OIDO,"c(""OIDO"", ""DHS"", ""CRCL"")","c(""OIDO"", ""DHS"", ""CRCL"")",immigration,"If OIDO remains a DHS component, the Secretary should immediately issue a directive stripping CRCL of its immigration portfolio. OIDO is in a better position with dedicated resources and immigration experts to perform this function than CRCL is. Allowing both offices to conduct detention oversight is duplicative and wasteful."
CISOMB,DEPARTMENT OF HOMELAND SECURITY,DHS,OFFICE OF THE CITIZENSHIP AND IMMIGRATION SERVICES OMBUDSMAN,CISOMB,"c(""DHS"", ""OIG"", ""GAO"", ""USCIS"", ""IRS"")","c(""CISOMB"", ""DHS"", ""OIG"", ""USCIS"", ""IRS"")","c(""citizenship"", ""immigration"")","CISOMB. The Office of the Citizenship and Immigration Services Ombudsman should be eliminated. The DHS bureaucracy is too large, and the Secretary has too many direct reports. CISOMB’s policy functions can be performed (and sometimes already are) by OIG and GAO. The specialized case work can be moved into USCIS as a special unit, much like the IRS Taxpayer Advocate. This would require a statutory change to Section 452 of the Homeland Security Act of 2002.20"
CISOMB,DEPARTMENT OF HOMELAND SECURITY,DHS,OFFICE OF THE CITIZENSHIP AND IMMIGRATION SERVICES OMBUDSMAN,CISOMB,"c(""DHS"", ""OIG"", ""GAO"", ""USCIS"", ""IRS"")","c(""CISOMB"", ""DHS"", ""OIG"", ""USCIS"", ""IRS"")","c(""citizenship"", ""immigration"")","CISOMB. The Office of the Citizenship and Immigration Services Ombudsman should be eliminated. The DHS bureaucracy is too large, and the Secretary has too many direct reports. CISOMB’s policy functions can be performed (and sometimes already are) by OIG and GAO. The specialized case work can be moved into USCIS as a special unit, much like the IRS Taxpayer Advocate. This would require a statutory change to Section 452 of the Homeland Security Act of 2002.20"
